"","disease","state_name","percent_decline","accrual_years","accrual_label","baseline_coverage","cases","additional_cases","cases_per_100k","additional_cases_per_100k","hospitalizations","additional_hospitalizations","hospitalizations_per_100k","additional_hospitalizations_per_100k","deaths","additional_deaths","deaths_per_100k","additional_deaths_per_100k","workdays_lost","additional_workdays_lost","workdays_lost_per_100k","additional_workdays_lost_per_100k","productivity_cost","additional_productivity_cost","productivity_cost_per_100k","additional_productivity_cost_per_100k","hospitalization_cost","additional_hospitalization_cost","hospitalization_cost_per_100k","additional_hospitalization_cost_per_100k","total_cost","additional_total_cost","total_cost_per_100k","additional_total_cost_per_100k"
"2365","Pertussis","California",6,1,"1 Year",0.954,2226.17895443734,43.271876427958,31.0166737366366,0.602893882570755,109.07852033431,2.12023936505311,1.51975782096974,0.0295406496851226,1.06210827978881,0.0206449792118122,0.0147980313628991,0.000287640211150172,31166.5053621227,605.806269991415,434.233432312913,8.44051435599062,6233301.07242454,121161.253998283,86846.6864625825,1688.10287119813,962563.402690121,18710.0522769112,13411.1028911475,260.681463146365,7195864.47511466,139871.306275195,100257.78935373,1948.78433434449
"2366","Pertussis","California",6,5,"5 Years",0.954,2384.98947035245,202.082392343075,33.2293323139122,2.81555245984632,116.859932540647,9.90165157139018,1.62817386862537,0.137956697340752,1.13787665570251,0.0964133551255131,0.015853689081065,0.00134329792931599,33389.8525849343,2829.15349280305,465.21065239477,39.4177344378485,6677970.51698687,565830.69856061,93042.1304789541,7883.5468875697,1031230.47470494,87377.1242917327,14367.8203036846,1217.39887568347,7709200.99169181,653207.822852343,107409.950782639,9100.94576325318
"2367","Pertussis","California",7,1,"1 Year",0.954,2233.24275954138,50.3356815320026,31.1150915829713,0.701311728905447,109.424633303864,2.46635233460721,1.52458010761982,0.0343629363352052,1.06547841581173,0.0240151152347341,0.0148449864422573,0.000334595290508325,31265.3986335793,704.699541448037,435.611282161598,9.81836420467627,6253079.72671587,140939.908289608,87122.2564323196,1963.67284093526,965617.676589951,21764.3261767414,13453.6571596911,303.235731690019,7218697.40330582,162704.23446635,100575.913592011,2266.90857262529
"2368","Pertussis","California",7,5,"5 Years",0.954,2415.47270295621,232.565624946836,33.654045914867,3.24026606080111,118.353552764124,11.3952717948665,1.64898402455002,0.158766853265399,1.15242018270812,0.110956882131124,0.0160563196158716,0.00154592846412267,33816.617841387,3255.91874925571,471.156642808138,45.3637248512157,6763323.5682774,651183.749851142,94231.3285616275,9072.74497024313,1044410.92636701,100557.575953799,14551.4595246416,1401.03809664051,7807734.49464441,751741.325804941,108782.788086269,10473.7830668836
"2369","Pertussis","California",8,1,"1 Year",0.954,2240.26522028778,57.3581422784064,31.212933390956,0.799153536890105,109.768720478796,2.81043950953836,1.52937416949007,0.0391569982054459,1.06882882647318,0.0273655258961862,0.0148916666941584,0.000381275542409401,31363.713084029,803.013991897693,436.981067473383,11.1881495164615,6272742.6168058,160602.798379539,87396.2134946767,2237.6299032923,968654.073865131,24800.7234519211,13495.9623586651,345.540930663956,7241396.69067093,185403.52183146,100892.175853342,2583.17083395627
"2370","Pertussis","California",8,5,"5 Years",0.954,2445.14023438846,262.233156379081,34.0673945996936,3.65361474562772,119.807205186877,12.84892421762,1.66923732127315,0.179020149988534,1.16657453930747,0.125111238730478,0.0162535279578691,0.0017431368061201,34231.9632814384,3671.26418930713,476.94352439571,51.1506064387882,6846392.65628769,734252.837861427,95388.704879142,10230.1212877576,1057238.6821716,113385.331758388,14730.1847415749,1579.76331357382,7903631.33845928,847638.169619815,110118.889620717,11809.8846013315
"2371","Pertussis","California",9,1,"1 Year",0.954,2247.24669859935,64.3396205899699,31.3102042031508,0.89642434908494,110.11079959263,3.15251862337307,1.53414025365629,0.0439230823716718,1.07215968444625,0.0306963838692604,0.014938074524404,0.000427683372655029,31461.4537803909,900.754688259578,438.342858844111,12.5499408871892,6292290.75607817,180150.937651915,87668.5717688222,2509.98817743783,971672.751005166,27819.4005919558,13538.0206683899,387.599240388819,7263963.50708334,207970.338243872,101206.592437212,2897.58741782666
"2372","Pertussis","California",9,5,"5 Years",0.954,2474.02437340948,291.1172954001,34.4698285165145,4.05604866244869,121.222472876504,14.2641919072473,1.68895581519372,0.198738643909103,1.18035513998544,0.138891839408445,0.0164455288723829,0.00193513772063392,34636.3412277327,4075.64213560141,482.577599231204,56.7846812742817,6927268.24554654,815128.427120282,96515.5198462407,11356.9362548563,1069727.71189871,125874.361485504,14904.190591177,1753.76916317588,7996995.95744525,941002.788605787,111419.710437418,13110.7054180322
"2373","Pertussis","California",10,1,"1 Year",0.954,2254.18755218687,71.2804741774921,31.4069090034315,0.993129149365632,110.450888172515,3.49260720325786,1.5388786043189,0.04866143303428,1.0754711603945,0.0340078598175058,0.0149842123107975,0.000473821159048488,31558.6257306162,997.926638484892,439.696726048041,13.9038080911189,6311725.14612324,199585.327696978,87939.3452096082,2780.76161822377,974673.862678359,30820.5122651489,13579.8342438121,429.412815811003,7286399.0088016,230405.839962128,101519.17945342,3210.17443403478
"2374","Pertussis","California",10,5,"5 Years",0.954,2502.15574474177,319.248666732388,34.8617743502664,4.44799449620052,122.600856385963,15.6425754167062,1.70816041305933,0.217943241774711,1.19377659577374,0.15231329519675,0.0166325259304706,0.00212213477872162,35030.1804263847,4469.48133425343,488.064840903729,62.2719229468074,7006036.08527694,893896.266850687,97612.9681807459,12454.3845893615,1081891.25717793,138037.906764724,15073.6615650421,1923.24013704094,8087927.34245488,1031934.17361541,112686.629745788,14377.6247264024
"2375","Pertussis","California",11,1,"1 Year",0.954,2261.08813461023,78.1810566008512,31.5030527178402,1.08927286377434,110.789003542209,3.83072257295201,1.54358946284455,0.0533722915599354,1.07876342300106,0.0373001224240701,0.0150300824035497,0.000519691251800733,31655.2338845432,1094.53479241192,441.042738049763,15.2498200928408,6331046.77690864,218906.958482384,88208.5476099525,3049.96401856816,977657.561758225,33804.2113450151,13621.4052148718,470.983786870651,7308704.33866687,252711.169827399,101829.952824824,3520.94780543881
"2376","Pertussis","California",11,5,"5 Years",0.954,2529.56339738058,346.656319371204,35.2436368317577,4.82985697769185,123.943779060585,16.9854980913276,1.72687094590721,0.236653774622592,1.20685276592585,0.165389465348857,0.016814712228892,0.00230432107714306,35413.8875633281,4853.18847119685,493.410915644608,67.617997687686,7082777.51266563,970637.694239371,98682.1831289216,13523.5995375372,1093741.87832013,149888.52790692,15238.7726621582,2088.35123415707,8176519.39098576,1120526.22214629,113920.95579108,15611.9507716943
"2377","Pertussis","California",12,1,"1 Year",0.954,2267.94879533844,85.0417173290621,31.5986402154223,1.18486036135647,111.125162825028,4.16688185577038,1.54827306780719,0.0580558965225717,1.08203663899735,0.0405733384203542,0.0150756871256786,0.000565295973929616,31751.2831347382,1190.58404260687,442.380963015913,16.5880450589906,6350256.62694763,238116.808521374,88476.1926031825,3317.60901179812,980623.999349456,36770.6489362458,13662.7356868646,512.314258863435,7330880.62629709,274887.457457621,102138.928290047,3829.92327066157
"2378","Pertussis","California",12,5,"5 Years",0.954,2556.27490465131,373.367826641932,35.615800131738,5.20202027767211,125.252591940692,18.2943109714344,1.74510623737094,0.25488906608632,1.21959680565425,0.178133505077258,0.0169922710552185,0.00248187990346952,35787.8486651183,5227.14957298706,498.621201844331,72.8282838874096,7157569.73302367,1045429.91459741,99724.2403688663,14565.6567774819,1105291.49758063,161438.147167423,15399.6899916799,2249.26856367873,8262861.2306043,1206868.06176483,115123.930360546,16814.9253411606
"2379","Pertussis","California",13,1,"1 Year",0.954,2274.76987980863,91.8628017992537,31.6936763090483,1.2798964549824,111.45938294673,4.50110197747298,1.55292965502827,0.062712483743651,1.08529097319114,0.0438276726141476,0.0151210287734009,0.000610637621651904,31846.7783173208,1286.07922518955,443.711468326676,17.9185503697536,6369355.66346417,257215.845037911,88742.2936653351,3583.71007395072,983573.32481342,39719.9744002104,13703.827740797,553.406312795849,7352928.98827759,296935.819438122,102446.121406132,4137.11638674658
"2380","Pertussis","California",13,5,"5 Years",0.954,2582.31645673821,399.409378728828,35.9786291500722,5.56484929600637,126.528578295331,19.5702973260738,1.76288416684753,0.272666995562908,1.23202121027586,0.190557909698869,0.017165376502897,0.00265498535114808,36152.4303943349,5591.7313022036,503.700808101011,77.9078901440892,7230486.07886698,1118346.26044072,100740.161620202,15581.5780288178,1116551.43916715,172698.088753938,15556.571330346,2406.14990234488,8347037.51803413,1291044.34919466,116296.732950548,17987.7279311627
"2381","Pertussis","California",14,1,"1 Year",0.954,2281.55172948404,98.644651474659,31.7881657562213,1.3743859021554,111.791680638364,4.83339966910663,1.55755945761638,0.0673422863317557,1.08852658849429,0.0470632879172992,0.0151661096165178,0.000655718464768799,31941.7242127765,1381.02512064523,445.034320587098,19.2414026301756,6388344.8425553,276205.024129045,89006.8641174195,3848.28052603513,986505.685793241,42652.3353800315,13744.6834337357,594.262005734579,7374850.52834854,318857.359509077,102751.547551155,4442.54253176971
"2382","Pertussis","California",14,5,"5 Years",0.954,2607.71294633715,424.805868327775,36.332470709115,5.91869085504918,127.772957819096,20.814676849839,1.78022172797047,0.290004556685855,1.24413785607689,0.202674555499893,0.0173341940406083,0.00282380288885934,36507.9812487201,5947.28215658885,508.65458992761,82.8616719706886,7301596.24974403,1189456.43131777,101730.917985522,16572.3343941377,1127532.46627461,183679.115861404,15709.5666384754,2559.14521047432,8429128.71601864,1373135.54717917,117440.484623998,19131.479604612
"2383","Pertussis","California",15,1,"1 Year",0.954,2288.29468191097,105.387603901588,31.8821132598713,1.46833340580548,112.122072439054,5.16379146979634,1.5621627060061,0.0719455347214804,1.09174364594989,0.0502803453728951,0.0152109318987936,0.000700540747044597,32036.1255467535,1475.42645462224,446.349585638199,20.5566676812767,6407225.10935071,295085.290924448,89269.9171276397,4111.33353625535,989421.228238428,45567.8778252179,13785.3047991508,634.883371149705,7396646.33758913,340653.168749666,103055.221926791,4746.21690740506
"2384","Pertussis","California",15,5,"5 Years",0.954,2632.48804802133,449.580970011954,36.6776546594882,6.2638748054223,128.986890520893,22.0286095516354,1.79713508279076,0.306917911506141,1.25595803817812,0.214494737601123,0.0174988810398321,0.00298848988808316,36854.8326722987,6294.13358016736,513.487165232834,87.6942472759123,7370966.53445973,1258826.71603347,102697.433046567,17538.8494551825,1138244.81540162,194391.464988406,15858.8185380871,2708.39711008594,8509211.34986135,1453218.18102188,118556.251584654,20247.2465652684
"2385","Pertussis","California",16,1,"1 Year",0.954,2294.99907077482,112.091992765438,31.9755234691355,1.56174361506968,112.450574698747,5.49229372948972,1.56673962799629,0.0765224567116681,1.09494230475898,0.0534790041819835,0.015255497838328,0.000745106686579045,32129.9869908474,1569.28789871613,447.657328567898,21.8644106109756,6425997.39816948,313857.579743226,89531.4657135795,4372.88212219512,992320.096429092,48466.7460158821,13825.6938472532,675.272419252117,7418317.49459858,362324.325759108,103357.159560833,5048.15454144724
"2386","Pertussis","California",16,5,"5 Years",0.954,2656.66429185164,473.757213842258,37.014494905672,6.60071505160612,130.171480330708,23.2131993614503,1.81363961202887,0.32342244074425,1.26749250565441,0.226029205077413,0.0176595872641565,0.0031491961124075,37193.3000859229,6632.60099379161,518.202928679408,92.4100107224856,7438660.01718458,1326520.19875832,103640.585735882,18482.0021444971,1148698.22817833,204844.877765118,16004.4627563488,2854.04132834764,8587358.24536291,1531365.07652344,119645.04849223,21336.0434728448
"2387","Pertussis","California",17,1,"1 Year",0.954,2301.66522595511,118.758147945728,32.0684009801248,1.65462112605896,112.777203580911,5.81892261165376,1.5712904487876,0.0810732775029845,1.09812272230683,0.0566594217298322,0.0152998096279221,0.00078941847617317,32223.3131633715,1662.61407124019,448.957613721747,23.1646957648254,6444662.6326743,332522.814248038,89791.5227443495,4632.93915296509,995202.432999749,51349.0825865387,13865.8525653262,715.431137325089,7439865.06567405,383871.896834577,103657.375309676,5348.37029029019
"2388","Pertussis","California",17,5,"5 Years",0.954,2680.26313171297,497.356053703588,37.3432903581144,6.92951050404854,131.327778447959,24.3694974787016,1.82974996172631,0.339532790441692,1.27875149413787,0.237288193560872,0.0178164553235279,0.00330606417177888,37523.6838439815,6962.98475185024,522.806065013601,97.0131470566795,7504736.76879631,1392596.95037005,104561.21300272,19402.6294113359,1158901.98091401,215048.630500802,16146.6285372538,2996.20710925271,8663638.74971032,1607645.58087085,120707.841539974,22398.8365205886
"2389","Pertussis","California",18,1,"1 Year",0.954,2308.2934735796,125.386395570219,32.160750336678,1.74697048261212,113.101975065183,6.14369409592629,1.57581539101948,0.0855982197348593,1.10128505418874,0.0598217536117456,0.015343869435438,0.000833478283688987,32316.1086301144,1755.40953798306,450.250504713492,24.4575867565696,6463221.72602287,351081.907596612,90050.1009426983,4891.51735131393,998068.378962712,54215.0285495016,13905.7829180514,755.361490050266,7461290.10498558,405296.936146114,103955.88386075,5646.8788413642
"2390","Pertussis","California",18,5,"5 Years",0.954,2703.30500881205,520.397930802676,37.6643258179266,7.25054596386076,132.456786452766,25.498505483509,1.84548008659402,0.355262915309399,1.28974475611262,0.248281455535628,0.017969621096339,0.00345922994459006,37846.2701233688,7285.57103123746,527.300561450973,101.507643494051,7569254.02467375,1457114.20624749,105460.112290195,20301.5286988101,1168864.91205244,225011.561639225,16285.4390241489,3135.01759614779,8738118.93672619,1682125.76788672,121745.551314343,23436.5462949579
"2391","Pertussis","California",19,1,"1 Year",0.954,2314.88413607746,131.977058068087,32.2525760311026,1.83879617703673,113.424904949979,6.46662398072165,1.58031467480641,0.0900975035217905,1.10442945423543,0.0629661536584387,0.015387679404152,0.000877288252403024,32408.3779050845,1847.67881295322,451.536064435436,25.7431464785143,6481675.5810169,369535.762590644,90307.2128870872,5148.62929570285,1000918.07373109,57064.7233178783,13945.4868478292,795.065419828042,7482593.65474799,426600.485908522,104252.699734916,5943.69471553089
"2392","Pertussis","California",19,5,"5 Years",0.954,2725.80941073183,542.90233272245,37.9778727996697,7.56409294560383,133.559459199503,26.601178230246,1.86084329032733,0.370626119042707,1.30048158908961,0.259018288512619,0.0181192141219798,0.00360882297023084,38161.3317502456,7600.6326581143,531.690219195376,105.897301238454,7632266.35004912,1520126.53162286,106338.043839075,21179.4602476907,1178595.44770602,234742.097292806,16421.0116154935,3270.59018749237,8810861.79775513,1754868.62891567,122759.055454569,24450.0504351831
"2393","Pertussis","California",20,1,"1 Year",0.954,2321.43753223159,138.53045422221,32.3438825049034,1.93010265083759,113.74600885505,6.78772788579246,1.58478851777366,0.0945713464890368,1.10755607453797,0.0660927739609782,0.0154312416531028,0.000920850501353816,32500.1254512422,1939.42635911094,452.814355068648,27.0214371117263,6500025.09024845,387885.271822189,90562.8710137296,5404.28742234527,1003751.65514139,59898.3047281755,13984.9662750936,834.544847092504,7503776.74538983,447783.576550364,104547.837288823,6238.83226943778
"2394","Pertussis","California",20,5,"5 Years",0.954,2747.79492640091,564.887848391529,38.2841902972277,7.87041044316183,134.636707510197,27.6784265409399,1.87585226313229,0.385635091847672,1.31097086183249,0.2695075612555,0.0182653579662346,0.00375496681448561,38469.1289696127,7908.4298774814,535.978664161187,110.185746204266,7693825.79392254,1581685.97549628,107195.732832237,22037.1492408531,1188101.62542373,244248.275010524,16553.4582960109,3403.03686800978,8881927.41934627,1825934.25050681,123749.191128248,25440.1861088629
"2395","Pertussis","Colorado",0,1,"1 Year",0.879,397.056475250254,0,39.0199499446481,0,19.4550095458974,0,1.91190308173443,0,0.18943534124535,0,0.0186163883323703,0,5558.79065350355,0,546.279299225073,0,1111758.13070071,0,109255.859845015,0,171680.731737772,0,16871.5887447654,0,1283438.86243848,0,126127.44858978,0
"2396","Pertussis","Colorado",0,5,"5 Years",0.879,397.056475250254,0,39.0199499446481,0,19.4550095458974,0,1.91190308173443,0,0.18943534124535,0,0.0186163883323703,0,5558.79065350355,0,546.279299225073,0,1111758.13070071,0,109255.859845015,0,171680.731737772,0,16871.5887447654,0,1283438.86243848,0,126127.44858978,0
"2397","Pertussis","Colorado",1,1,"1 Year",0.879,397.637345765533,0.580870515279628,39.0770338605224,0.0570839158743036,19.4834710926146,0.0284615467171854,1.9147000846735,0.00279700293907026,0.189712474124777,0.000277132879427294,0.0186436230250584,2.72346926881211e-05,5566.92284071747,8.13218721391513,547.078474047313,0.799174822240285,1113384.56814349,1626.43744278303,109415.694809463,159.834964448058,171931.890656778,251.1589190058,16896.2708972013,24.6821524358253,1285316.45880027,1877.59636178892,126311.965706664,184.517116883892
"2398","Pertussis","Colorado",1,5,"5 Years",0.879,399.935080355797,2.87860510554322,39.3028392415873,0.282889296939209,19.5960557025479,0.141046156650425,1.92576411741938,0.0138610356849509,0.190808721543796,0.00137338029844616,0.0187513545999939,0.000134966267623666,5599.09112498116,40.3004714776052,550.239749382222,3.96045015714895,1119818.22499623,8060.09429552103,110047.949876444,792.090031429788,172925.393547134,1244.66180936166,16993.9054541673,122.316709401847,1292743.61854337,9304.75610488281,127041.855330612,914.406740831646
"2399","Pertussis","Colorado",2,1,"1 Year",0.879,398.215624300037,1.15914904978376,39.1338630545462,0.113913109898136,19.5118056372203,0.0567960913229015,1.917484606728,0.00558152499357801,0.189988370372155,0.000553029126805216,0.0186707361901461,5.4347857775827e-05,5575.01874020052,16.2280866969732,547.874082763647,1.59478353857395,1115003.7480401,3245.61733939452,109574.816552729,318.95670771478,172181.928845651,501.19710787895,16920.8429120713,49.2541673058297,1287185.67688576,3746.8144472735,126495.659464801,368.210875020613
"2400","Pertussis","Colorado",2,5,"5 Years",0.879,402.750586645281,5.69411139502762,39.5795276255641,0.559577680916025,19.734010137629,0.279000591731553,1.93932132020297,0.0274182384685475,0.192151997445268,0.00271665619991776,0.0188833624167768,0.000266974084406501,5638.50821303394,79.717559530387,554.113386757897,7.83408753282438,1127701.64260679,15943.5119060774,110822.677351579,1566.81750656487,174142.772459507,2462.04072173507,17113.5409901311,241.952245365696,1301844.41506629,18405.5526278124,127936.218341711,1808.76975193056
"2401","Pertussis","Colorado",3,1,"1 Year",0.879,398.791328164185,1.73485291393183,39.1904392278672,0.170489283219173,19.5400140278921,0.0850044819946589,1.92025673125094,0.00835364951651222,0.190263038246272,0.000827697000921696,0.0186977286392496,8.13403068793782e-05,5583.0785942986,24.2879407950459,548.666149190141,2.38684996506844,1116615.71885972,4857.58815900912,109733.229838028,477.369993013682,172430.853789134,750.12205136189,16945.3055249239,73.7167801584643,1289046.57264885,5607.71021037106,126678.535362952,551.086773172152
"2402","Pertussis","Colorado",3,5,"5 Years",0.879,405.505046309013,8.44857105875957,39.8502167715744,0.83026682692638,19.8689734045495,0.413963858652011,1.95258457177514,0.0406814900407156,0.193466148048193,0.00403080680284332,0.0190125080017054,0.000396119669335106,5677.07064832619,118.279994822634,557.903034802042,11.6237355769693,1135414.12966524,23655.9989645267,111580.606960408,2324.74711539385,175333.755808447,3653.02407067464,17230.5825536297,358.993808864292,1310747.88547368,27309.0230352015,128811.189514038,2683.74092425816
"2403","Pertussis","Colorado",4,1,"1 Year",0.879,399.364474514597,2.30799926434366,39.2467640665188,0.226814121870732,19.5680971052715,0.11308755937409,1.92301654085471,0.0111134591202882,0.190536485932537,0.00110114468718686,0.0187246011767742,0.000108212844403975,5591.10264320436,32.311989700811,549.454696931263,3.17539770619021,1118220.52864087,6462.3979401621,109890.939386253,635.079541238034,172678.672905469,997.94116769667,16969.6594647724,98.0707200069843,1290899.20154634,7460.33910785872,126860.598851025,733.150261245013
"2404","Pertussis","Colorado",4,5,"5 Years",0.879,408.200423499358,11.143948249104,40.1150997028574,1.09514975820938,20.0010417430267,0.546032197129286,1.96556332990623,0.0536602481718054,0.194752110448167,0.00531676920281676,0.0191388834460198,0.000522495113649513,5714.80592899101,156.015275487455,561.611395840004,15.3320966149313,1142961.1857982,31203.055097491,112322.279168001,3066.41932298626,176499.192861339,4818.46112356737,17345.1136047575,473.524859992096,1319460.37865954,36021.5162210583,129667.392772758,3539.94418297835
"2405","Pertussis","Colorado",5,1,"1 Year",0.879,399.935080355797,2.87860510554299,39.3028392415873,0.282889296939187,19.5960557025479,0.141046156650415,1.92576411741938,0.0138610356849498,0.190808721543796,0.00137338029844605,0.0187513545999939,0.000134966267623655,5599.09112498115,40.3004714776016,550.239749382221,3.96045015714859,1119818.22499623,8060.09429552034,110047.949876444,792.090031429719,172925.393547134,1244.6618093616,16993.9054541673,122.316709401841,1292743.61854336,9304.75610488188,127041.855330612,914.406740831555
"2406","Pertussis","Colorado",5,5,"5 Years",0.879,410.838599001623,13.7821237513691,40.3743612499175,1.35441130526941,20.1303073079517,0.675297762054203,1.97826665093823,0.0663635692038019,0.196010781966423,0.00657544072107302,0.0192625769322125,0.000646188599842274,5751.74038602272,192.949732519167,565.241057498845,18.9617582737717,1150348.07720454,38589.9465038332,113048.211499769,3792.35165475432,177639.896839019,5959.16510124729,17457.2140612044,585.625316438947,1327987.97404356,44549.1116050805,130505.425560973,4377.97697119327
"2407","Pertussis","Colorado",6,1,"1 Year",0.879,400.503162541894,3.44668729163993,39.3586664093774,0.338716464729305,19.6238906455403,0.168881099642856,1.92849954210069,0.0165964603662692,0.191079753121132,0.0016444118757824,0.0187779896991304,0.000161601366760164,5607.04427558651,48.2536220829588,551.021329731283,4.74203050621025,1121408.8551173,9650.72441659169,110204.265946257,948.406101242043,173171.02300157,1490.2912637984,17018.0442092676,146.455464502144,1294579.87811887,11141.0156803899,127222.310155524,1094.86156574417
"2408","Pertussis","Colorado",6,5,"5 Years",0.879,413.42137461069,16.3648993604361,40.6281784806289,1.60822853598082,20.2568583838348,0.801848837937403,1.99070321085906,0.0788001291246331,0.197243022237925,0.00780768099257451,0.0193836729392313,0.000767284606861081,5787.89924454966,229.108591046106,568.794498728804,22.5151995037315,1157579.84890993,45821.718209221,113758.899745761,4503.03990074629,178756.646808151,7075.91507037857,17566.9604842258,695.371739460321,1336336.49571808,52897.6332795997,131325.860229987,5198.41164020662
"2409","Pertussis","Colorado",7,1,"1 Year",0.879,401.068737778243,4.01226252798961,39.4142472115753,0.394297266927248,19.6516027527794,0.196593206881936,1.93122289533816,0.0193198136037351,0.191349588634658,0.00191424738930804,0.018804507257431,0.000188118925060712,5614.96232889541,56.1716753918545,551.799460962054,5.52016173698147,1122992.46577908,11234.3350783708,110359.892192411,1104.03234739628,173415.568491902,1734.83675412965,17042.0764399116,170.487695146161,1296408.03427098,12969.1718325005,127401.968632322,1274.52004254245
"2410","Pertussis","Colorado",7,5,"5 Years",0.879,415.950477234787,18.8940019845337,40.8767211035265,1.8567711588784,20.3807795858839,0.925770039986457,2.00288132506306,0.0909782433286316,0.198449655169269,0.00901431392391874,0.0195022524348886,0.00088586410251832,5823.30668128702,264.516027783472,572.274095449371,25.9947962242976,1164661.3362574,52903.2055566942,114454.819089874,5198.9592448595,179850.189455632,8169.45771786047,17674.4262530189,802.837508253508,1344511.52571304,61072.6632745548,132129.245342893,6001.79675311302
"2411","Pertussis","Colorado",8,1,"1 Year",0.879,401.631822623084,4.57534737283027,39.4695832754096,0.449633330761554,19.6791928355872,0.22418328968973,1.93393425686287,0.0220311751284409,0.191618235984296,0.00218289473894576,0.018830908051245,0.000214519718874789,5622.84551672318,64.0548632196242,552.574165855735,6.2948666306618,1124569.10334464,12810.9726439249,110514.833171147,1258.97332613236,173659.037177639,1978.30543986702,17066.0028496864,194.414104920927,1298228.14052227,14789.278083792,127580.836020833,1453.3874310533
"2412","Pertussis","Colorado",8,5,"5 Years",0.879,418.427562746055,21.3710874958014,41.120151846212,2.10020190156395,20.5021520486736,1.04714250277615,2.01480896689216,0.102905885157738,0.19963147077579,0.0101961295304396,0.0196183930563989,0.0010020047240286,5857.98587844477,299.195224941219,575.682125846968,29.4028266218953,1171597.17568895,59839.0449882436,115136.425169394,5880.56532437905,180921.24075352,9240.50901574807,17779.6817283399,908.092983574453,1352518.41644247,69079.5540039917,132916.106897734,6788.6583079535
"2413","Pertussis","Colorado",9,1,"1 Year",0.879,402.192433489153,5.13595823889943,39.52467621381,0.50472626916196,19.7066616981565,0.251652152259055,1.93663370570529,0.0247306239708655,0.19188570300055,0.00245036175520011,0.0188571928501002,0.000240804517729943,5630.69406884814,71.9034153445918,553.34546699334,7.06616776826742,1126138.81376963,14380.6830689183,110669.093398668,1413.23355365348,173901.436155382,2220.70441761005,17089.8241359963,218.235391230904,1300040.24992501,16601.3874865284,127758.917534664,1631.46894488438
"2414","Pertussis","Colorado",9,5,"5 Years",0.879,420.854219595935,23.7977443456817,41.35862681065,2.33867686600192,20.6210536032932,1.16604405739576,2.02649378504473,0.114590703310304,0.200789226906458,0.0113538856611077,0.0197321692798903,0.00111578094752,5891.9590743431,333.168420839544,579.0207753491,32.7414761240268,1178391.81486862,66633.6841679085,115804.15506982,6548.29522480535,181970.487522261,10289.7557844889,17882.7944061272,1011.20566136178,1360362.30239088,76923.4399523975,133686.949475947,7559.50088616713
"2415","Pertussis","Colorado",10,1,"1 Year",0.879,402.750586645281,5.69411139502751,39.5795276255641,0.559577680916013,19.734010137629,0.279000591731549,1.93932132020297,0.0274182384685471,0.192151997445268,0.00271665619991771,0.0188833624167768,0.000266974084406495,5638.50821303394,79.7175595303852,554.113386757897,7.8340875328242,1127701.64260679,15943.5119060769,110822.677351579,1566.81750656483,174142.772459507,2462.04072173507,17113.5409901311,241.952245365696,1301844.41506629,18405.5526278119,127936.218341711,1808.76975193052
"2416","Pertussis","Colorado",10,5,"5 Years",0.879,423.231972211985,26.1754969617313,41.5922958069824,2.57234586233433,20.7375589437838,1.28254939788636,2.03794311993182,0.126040038197393,0.201923650864497,0.0124883096191466,0.0198436525796672,0.00122726424729691,5925.24761096779,366.456957464238,582.292141297754,36.0128420726806,1185049.52219356,73291.3914928476,116458.428259551,7202.56841453612,182998.58889942,11317.8571616481,17983.8290618383,1112.24031707289,1368048.11109298,84609.2486544957,134442.257321389,8314.808731609
"2417","Pertussis","Colorado",11,1,"1 Year",0.879,403.306298217967,6.2498229677131,39.6341390954719,0.614189150823882,19.7612389441723,0.306229398274876,1.9419971780081,0.0300940962736704,0.192417127012389,0.00298178576703872,0.0189094175073817,0.000293029175011397,5646.28817505153,87.4975215479835,554.877947336607,8.59864811153436,1129257.63501031,17499.5043095967,110975.589467321,1719.72962230687,174383.053062849,2702.32132507666,17137.1540973324,265.565352567006,1303640.68807316,20201.8256346732,128112.743564654,1985.29497487387
"2418","Pertussis","Colorado",11,5,"5 Years",0.879,425.562284191367,28.5058089411128,41.8213026673631,2.80135272271501,20.8517397836132,1.39673023771579,2.04916401905448,0.137260937320053,0.203035440930995,0.0136000996856454,0.0199529115779404,0.00133652324557014,5957.87197867913,399.08132517558,585.498237343083,39.2189381180102,1191574.39573583,79816.2650351159,117099.647468617,7843.78762360203,184006.177720495,12325.4459827229,18082.8478861462,1211.25914138081,1375580.57345632,92141.7110178389,135182.495354763,9055.04676498285
"2419","Pertussis","Colorado",12,1,"1 Year",0.879,403.859584192928,6.80310894267461,39.6885121944989,0.668562249850832,19.7883489010562,0.333339355158724,1.94466135609496,0.0327582743605347,0.192681099328687,0.0032457580833371,0.0189353588714212,0.000318970539050968,5654.034178701,95.2435251974448,555.639170722985,9.35987149791168,1130806.8357402,19048.7050394889,111127.834144597,1871.97429958232,174622.28487737,2941.55313959817,17160.66413686,289.075392094539,1305429.12061757,21990.258179087,128288.498281457,2161.04969167686
"2420","Pertussis","Colorado",12,5,"5 Years",0.879,427.846561305082,30.7900860548278,42.0457855411928,3.0258355965447,20.9636650028778,1.50865545698035,2.0601632514697,0.148260169735277,0.204125267798226,0.0146899265528758,0.0200600121856836,0.00144362385331331,5989.85185827114,431.06120476759,588.640997576699,42.3616983516258,1197970.37165423,86212.2409535178,117728.19951534,8472.33967032516,184993.861817895,13313.1300801231,18179.9106125944,1308.32186782895,1382964.23347212,99525.371033641,135908.110127934,9780.66153815412
